CSDUID,CSD,Period,IndicatorSummaryDescription,UnitOfMeasure,OriginalValue
4810021,Holden,2013,New Temp. Residents,,0.00000
4810021,Holden,2014,New Temp. Residents,,0.00000
4813018,Barrhead County No. 11,2014,New Temp. Residents,,0.00000
4813018,Barrhead County No. 11,2001,New Temp. Residents,,0.00000
4813018,Barrhead County No. 11,2002,New Temp. Residents,,0.00000
4813018,Barrhead County No. 11,2003,New Temp. Residents,,0.00000
4813018,Barrhead County No. 11,2004,New Temp. Residents,,0.00000
4813018,Barrhead County No. 11,2005,New Temp. Residents,,0.00000
4813018,Barrhead County No. 11,2006,New Temp. Residents,,0.00000
4813018,Barrhead County No. 11,2007,New Temp. Residents,,0.00000
4813018,Barrhead County No. 11,2008,New Temp. Residents,,0.00000
4813018,Barrhead County No. 11,2009,New Temp. Residents,,5.00000
4813018,Barrhead County No. 11,2010,New Temp. Residents,,0.00000
4813018,Barrhead County No. 11,2011,New Temp. Residents,,5.00000
4813018,Barrhead County No. 11,2012,New Temp. Residents,,0.00000
4813018,Barrhead County No. 11,2013,New Temp. Residents,,0.00000
4810012,Bittern Lake,2001,New Temp. Residents,,0.00000
4810012,Bittern Lake,2002,New Temp. Residents,,0.00000
4810012,Bittern Lake,2003,New Temp. Residents,,0.00000
4810012,Bittern Lake,2004,New Temp. Residents,,0.00000
4810012,Bittern Lake,2005,New Temp. Residents,,0.00000
4810012,Bittern Lake,2006,New Temp. Residents,,0.00000
4810012,Bittern Lake,2007,New Temp. Residents,,0.00000
4810012,Bittern Lake,2008,New Temp. Residents,,0.00000
4810012,Bittern Lake,2009,New Temp. Residents,,0.00000
4810012,Bittern Lake,2010,New Temp. Residents,,0.00000
4810012,Bittern Lake,2011,New Temp. Residents,,0.00000
4810012,Bittern Lake,2012,New Temp. Residents,,0.00000
4810012,Bittern Lake,2013,New Temp. Residents,,0.00000
4810012,Bittern Lake,2014,New Temp. Residents,,0.00000
4810014,Hay Lakes,2014,New Temp. Residents,,0.00000
4810014,Hay Lakes,2001,New Temp. Residents,,0.00000
4810014,Hay Lakes,2002,New Temp. Residents,,0.00000
4810014,Hay Lakes,2003,New Temp. Residents,,0.00000
4810014,Hay Lakes,2004,New Temp. Residents,,0.00000
4810014,Hay Lakes,2005,New Temp. Residents,,0.00000
4810014,Hay Lakes,2006,New Temp. Residents,,0.00000
4810014,Hay Lakes,2007,New Temp. Residents,,0.00000
4810014,Hay Lakes,2008,New Temp. Residents,,0.00000
4810014,Hay Lakes,2009,New Temp. Residents,,0.00000
4810014,Hay Lakes,2010,New Temp. Residents,,0.00000
4810014,Hay Lakes,2011,New Temp. Residents,,0.00000
4810014,Hay Lakes,2012,New Temp. Residents,,0.00000
4810014,Hay Lakes,2013,New Temp. Residents,,0.00000
4813019,Barrhead,2001,New Temp. Residents,,5.00000
4813019,Barrhead,2002,New Temp. Residents,,5.00000
4813019,Barrhead,2003,New Temp. Residents,,5.00000
4813019,Barrhead,2004,New Temp. Residents,,0.00000
4813019,Barrhead,2005,New Temp. Residents,,0.00000
4813019,Barrhead,2006,New Temp. Residents,,10.00000
4813019,Barrhead,2007,New Temp. Residents,,10.00000
4813019,Barrhead,2008,New Temp. Residents,,20.00000
4813019,Barrhead,2009,New Temp. Residents,,125.00000
4813019,Barrhead,2010,New Temp. Residents,,25.00000
4813019,Barrhead,2011,New Temp. Residents,,30.00000
4813019,Barrhead,2012,New Temp. Residents,,60.00000
4813019,Barrhead,2013,New Temp. Residents,,55.00000
4813019,Barrhead,2014,New Temp. Residents,,65.00000
4801006,Medicine Hat,2014,New Temp. Residents,,510.00000
4801006,Medicine Hat,2001,New Temp. Residents,,330.00000
4801006,Medicine Hat,2002,New Temp. Residents,,250.00000
4801006,Medicine Hat,2003,New Temp. Residents,,245.00000
4801006,Medicine Hat,2004,New Temp. Residents,,210.00000
4801006,Medicine Hat,2005,New Temp. Residents,,200.00000
4801006,Medicine Hat,2006,New Temp. Residents,,280.00000
4801006,Medicine Hat,2007,New Temp. Residents,,255.00000
4801006,Medicine Hat,2008,New Temp. Residents,,255.00000
4801006,Medicine Hat,2009,New Temp. Residents,,310.00000
4801006,Medicine Hat,2010,New Temp. Residents,,305.00000
4801006,Medicine Hat,2011,New Temp. Residents,,375.00000
4801006,Medicine Hat,2012,New Temp. Residents,,430.00000
4801006,Medicine Hat,2013,New Temp. Residents,,500.00000
4801008,Forty Mile County No. 8,2001,New Temp. Residents,,0.00000
4801008,Forty Mile County No. 8,2002,New Temp. Residents,,0.00000
4801008,Forty Mile County No. 8,2003,New Temp. Residents,,0.00000
4801008,Forty Mile County No. 8,2004,New Temp. Residents,,0.00000
4801008,Forty Mile County No. 8,2005,New Temp. Residents,,0.00000
4801008,Forty Mile County No. 8,2006,New Temp. Residents,,0.00000
4801008,Forty Mile County No. 8,2007,New Temp. Residents,,0.00000
4801008,Forty Mile County No. 8,2008,New Temp. Residents,,0.00000
4801008,Forty Mile County No. 8,2009,New Temp. Residents,,0.00000
4801008,Forty Mile County No. 8,2010,New Temp. Residents,,0.00000
4801008,Forty Mile County No. 8,2011,New Temp. Residents,,0.00000
4801008,Forty Mile County No. 8,2012,New Temp. Residents,,0.00000
4801008,Forty Mile County No. 8,2013,New Temp. Residents,,0.00000
4801008,Forty Mile County No. 8,2014,New Temp. Residents,,5.00000
4801003,Cypress County,2014,New Temp. Residents,,45.00000
4801003,Cypress County,2001,New Temp. Residents,,50.00000
4801003,Cypress County,2002,New Temp. Residents,,35.00000
4801003,Cypress County,2003,New Temp. Residents,,15.00000
4801003,Cypress County,2004,New Temp. Residents,,0.00000
4801003,Cypress County,2005,New Temp. Residents,,5.00000
4801003,Cypress County,2006,New Temp. Residents,,5.00000
4801003,Cypress County,2007,New Temp. Residents,,0.00000
4801003,Cypress County,2008,New Temp. Residents,,5.00000
4801003,Cypress County,2009,New Temp. Residents,,55.00000
4801003,Cypress County,2010,New Temp. Residents,,60.00000
4801003,Cypress County,2011,New Temp. Residents,,50.00000
4801003,Cypress County,2012,New Temp. Residents,,45.00000
4801003,Cypress County,2013,New Temp. Residents,,45.00000
4808031,Lacombe,2001,New Temp. Residents,,125.00000
4808031,Lacombe,2002,New Temp. Residents,,105.00000
4808031,Lacombe,2003,New Temp. Residents,,100.00000
4808031,Lacombe,2004,New Temp. Residents,,100.00000
4808031,Lacombe,2005,New Temp. Residents,,85.00000
4808031,Lacombe,2006,New Temp. Residents,,70.00000
4808031,Lacombe,2007,New Temp. Residents,,90.00000
4808031,Lacombe,2008,New Temp. Residents,,125.00000
4808031,Lacombe,2009,New Temp. Residents,,210.00000
4808031,Lacombe,2010,New Temp. Residents,,180.00000
4808031,Lacombe,2011,New Temp. Residents,,180.00000
4808031,Lacombe,2012,New Temp. Residents,,220.00000
4808031,Lacombe,2013,New Temp. Residents,,245.00000
4808031,Lacombe,2014,New Temp. Residents,,195.00000
4803016,Cowley,2014,New Temp. Residents,,0.00000
4803016,Cowley,2001,New Temp. Residents,,0.00000
4803016,Cowley,2002,New Temp. Residents,,0.00000
4803016,Cowley,2003,New Temp. Residents,,0.00000
4803016,Cowley,2004,New Temp. Residents,,0.00000
4803016,Cowley,2005,New Temp. Residents,,0.00000
4803016,Cowley,2006,New Temp. Residents,,0.00000
4803016,Cowley,2007,New Temp. Residents,,0.00000
4803016,Cowley,2008,New Temp. Residents,,0.00000
4803016,Cowley,2009,New Temp. Residents,,0.00000
4803016,Cowley,2010,New Temp. Residents,,0.00000
4803016,Cowley,2011,New Temp. Residents,,0.00000
4803016,Cowley,2012,New Temp. Residents,,0.00000
4803016,Cowley,2013,New Temp. Residents,,0.00000
4803019,Fort Macleod,2001,New Temp. Residents,,0.00000
4803019,Fort Macleod,2002,New Temp. Residents,,5.00000
4803019,Fort Macleod,2003,New Temp. Residents,,0.00000
4803019,Fort Macleod,2004,New Temp. Residents,,5.00000
4803019,Fort Macleod,2005,New Temp. Residents,,0.00000
4803019,Fort Macleod,2006,New Temp. Residents,,5.00000
4803019,Fort Macleod,2007,New Temp. Residents,,0.00000
4803019,Fort Macleod,2008,New Temp. Residents,,0.00000
4803019,Fort Macleod,2009,New Temp. Residents,,10.00000
4803019,Fort Macleod,2010,New Temp. Residents,,10.00000
4803019,Fort Macleod,2011,New Temp. Residents,,55.00000
4803019,Fort Macleod,2012,New Temp. Residents,,50.00000
4803019,Fort Macleod,2013,New Temp. Residents,,45.00000
4803019,Fort Macleod,2014,New Temp. Residents,,30.00000
4802008,Raymond,2001,New Temp. Residents,,0.00000
4802008,Raymond,2002,New Temp. Residents,,0.00000
4802008,Raymond,2003,New Temp. Residents,,0.00000
4802008,Raymond,2004,New Temp. Residents,,5.00000
4802008,Raymond,2005,New Temp. Residents,,0.00000
4802008,Raymond,2006,New Temp. Residents,,5.00000
4802008,Raymond,2007,New Temp. Residents,,0.00000
4802008,Raymond,2008,New Temp. Residents,,5.00000
4802008,Raymond,2009,New Temp. Residents,,0.00000
4802008,Raymond,2010,New Temp. Residents,,0.00000
4802008,Raymond,2011,New Temp. Residents,,0.00000
4802008,Raymond,2012,New Temp. Residents,,0.00000
4802008,Raymond,2013,New Temp. Residents,,0.00000
4802008,Raymond,2014,New Temp. Residents,,0.00000
4802009,Stirling,2014,New Temp. Residents,,0.00000
4802009,Stirling,2001,New Temp. Residents,,0.00000
4802009,Stirling,2002,New Temp. Residents,,0.00000
4802009,Stirling,2003,New Temp. Residents,,0.00000
4802009,Stirling,2004,New Temp. Residents,,0.00000
4802009,Stirling,2005,New Temp. Residents,,0.00000
4802009,Stirling,2006,New Temp. Residents,,0.00000
4802009,Stirling,2007,New Temp. Residents,,0.00000
4802009,Stirling,2008,New Temp. Residents,,0.00000
4802009,Stirling,2009,New Temp. Residents,,0.00000
4802009,Stirling,2010,New Temp. Residents,,0.00000
4802009,Stirling,2011,New Temp. Residents,,0.00000
4802009,Stirling,2012,New Temp. Residents,,0.00000
4802009,Stirling,2013,New Temp. Residents,,0.00000
4802011,Lethbridge County,2001,New Temp. Residents,,0.00000
4802011,Lethbridge County,2002,New Temp. Residents,,0.00000
4802011,Lethbridge County,2003,New Temp. Residents,,0.00000
4802011,Lethbridge County,2004,New Temp. Residents,,0.00000
4802011,Lethbridge County,2005,New Temp. Residents,,0.00000
4802011,Lethbridge County,2006,New Temp. Residents,,0.00000
4802011,Lethbridge County,2007,New Temp. Residents,,0.00000
4802011,Lethbridge County,2008,New Temp. Residents,,0.00000
4802011,Lethbridge County,2009,New Temp. Residents,,0.00000
4802011,Lethbridge County,2010,New Temp. Residents,,0.00000
4802011,Lethbridge County,2011,New Temp. Residents,,0.00000
4802011,Lethbridge County,2012,New Temp. Residents,,25.00000
4802011,Lethbridge County,2013,New Temp. Residents,,25.00000
4802011,Lethbridge County,2014,New Temp. Residents,,15.00000
4802022,Taber,2014,New Temp. Residents,,90.00000
4802022,Taber,2001,New Temp. Residents,,45.00000
4802022,Taber,2002,New Temp. Residents,,20.00000
4802022,Taber,2003,New Temp. Residents,,25.00000
4802022,Taber,2004,New Temp. Residents,,30.00000
4802022,Taber,2005,New Temp. Residents,,40.00000
4802022,Taber,2006,New Temp. Residents,,25.00000
4802022,Taber,2007,New Temp. Residents,,30.00000
4802022,Taber,2008,New Temp. Residents,,20.00000
4802022,Taber,2009,New Temp. Residents,,50.00000
4802022,Taber,2010,New Temp. Residents,,70.00000
4802022,Taber,2011,New Temp. Residents,,125.00000
4802022,Taber,2012,New Temp. Residents,,80.00000
4802022,Taber,2013,New Temp. Residents,,75.00000
4803014,Pincher Creek,2001,New Temp. Residents,,10.00000
4803014,Pincher Creek,2002,New Temp. Residents,,15.00000
4803014,Pincher Creek,2003,New Temp. Residents,,20.00000
4803014,Pincher Creek,2004,New Temp. Residents,,15.00000
4803014,Pincher Creek,2005,New Temp. Residents,,20.00000
4803014,Pincher Creek,2006,New Temp. Residents,,15.00000
4803014,Pincher Creek,2007,New Temp. Residents,,25.00000
4803014,Pincher Creek,2008,New Temp. Residents,,35.00000
4803014,Pincher Creek,2009,New Temp. Residents,,40.00000
4803014,Pincher Creek,2010,New Temp. Residents,,45.00000
4803014,Pincher Creek,2011,New Temp. Residents,,40.00000
4803014,Pincher Creek,2012,New Temp. Residents,,50.00000
4803014,Pincher Creek,2013,New Temp. Residents,,55.00000
4803014,Pincher Creek,2014,New Temp. Residents,,70.00000
4803004,Cardston,2014,New Temp. Residents,,50.00000
4803004,Cardston,2001,New Temp. Residents,,25.00000
4803004,Cardston,2002,New Temp. Residents,,25.00000
4803004,Cardston,2003,New Temp. Residents,,10.00000
4803004,Cardston,2004,New Temp. Residents,,25.00000
4803004,Cardston,2005,New Temp. Residents,,30.00000
4803004,Cardston,2006,New Temp. Residents,,15.00000
4803004,Cardston,2007,New Temp. Residents,,15.00000
4803004,Cardston,2008,New Temp. Residents,,15.00000
4803004,Cardston,2009,New Temp. Residents,,5.00000
4803004,Cardston,2010,New Temp. Residents,,5.00000
4803004,Cardston,2011,New Temp. Residents,,25.00000
4803004,Cardston,2012,New Temp. Residents,,25.00000
4803004,Cardston,2013,New Temp. Residents,,30.00000
4803008,Hill Spring,2001,New Temp. Residents,,0.00000
4803008,Hill Spring,2002,New Temp. Residents,,0.00000
4803008,Hill Spring,2003,New Temp. Residents,,0.00000
4803008,Hill Spring,2004,New Temp. Residents,,0.00000
4803008,Hill Spring,2005,New Temp. Residents,,0.00000
4803008,Hill Spring,2006,New Temp. Residents,,0.00000
4803008,Hill Spring,2007,New Temp. Residents,,0.00000
4803008,Hill Spring,2008,New Temp. Residents,,0.00000
4803008,Hill Spring,2009,New Temp. Residents,,0.00000
4803008,Hill Spring,2010,New Temp. Residents,,0.00000
4803008,Hill Spring,2011,New Temp. Residents,,0.00000
4803008,Hill Spring,2012,New Temp. Residents,,0.00000
4803008,Hill Spring,2013,New Temp. Residents,,0.00000
4803008,Hill Spring,2014,New Temp. Residents,,0.00000
4803022,Claresholm,2014,New Temp. Residents,,40.00000
4803022,Claresholm,2001,New Temp. Residents,,10.00000
4803022,Claresholm,2002,New Temp. Residents,,5.00000
4803022,Claresholm,2003,New Temp. Residents,,5.00000
4803022,Claresholm,2004,New Temp. Residents,,0.00000
4803022,Claresholm,2005,New Temp. Residents,,0.00000
4803022,Claresholm,2006,New Temp. Residents,,0.00000
4803022,Claresholm,2007,New Temp. Residents,,5.00000
4803022,Claresholm,2008,New Temp. Residents,,5.00000
4803022,Claresholm,2009,New Temp. Residents,,15.00000
4803022,Claresholm,2010,New Temp. Residents,,0.00000
4803022,Claresholm,2011,New Temp. Residents,,20.00000
4803022,Claresholm,2012,New Temp. Residents,,30.00000
4803022,Claresholm,2013,New Temp. Residents,,65.00000
4803024,Stavely,2001,New Temp. Residents,,0.00000
4803024,Stavely,2002,New Temp. Residents,,0.00000
4803024,Stavely,2003,New Temp. Residents,,0.00000
4803024,Stavely,2004,New Temp. Residents,,0.00000
4803024,Stavely,2005,New Temp. Residents,,0.00000
4803024,Stavely,2006,New Temp. Residents,,0.00000
4803024,Stavely,2007,New Temp. Residents,,0.00000
4803024,Stavely,2008,New Temp. Residents,,0.00000
4803024,Stavely,2009,New Temp. Residents,,0.00000
4803024,Stavely,2010,New Temp. Residents,,0.00000
4803024,Stavely,2011,New Temp. Residents,,0.00000
4803024,Stavely,2012,New Temp. Residents,,5.00000
4803024,Stavely,2013,New Temp. Residents,,0.00000
4803024,Stavely,2014,New Temp. Residents,,0.00000
4803026,Nanton,2014,New Temp. Residents,,25.00000
4803026,Nanton,2001,New Temp. Residents,,0.00000
4803026,Nanton,2002,New Temp. Residents,,0.00000
4803026,Nanton,2003,New Temp. Residents,,0.00000
4803026,Nanton,2004,New Temp. Residents,,0.00000
4803026,Nanton,2005,New Temp. Residents,,5.00000
4803026,Nanton,2006,New Temp. Residents,,0.00000
4803026,Nanton,2007,New Temp. Residents,,0.00000
4803026,Nanton,2008,New Temp. Residents,,5.00000
4803026,Nanton,2009,New Temp. Residents,,15.00000
4803026,Nanton,2010,New Temp. Residents,,10.00000
4803026,Nanton,2011,New Temp. Residents,,35.00000
4803026,Nanton,2012,New Temp. Residents,,35.00000
4803026,Nanton,2013,New Temp. Residents,,35.00000
4804004,Special Area No. 2,2001,New Temp. Residents,,0.00000
4804004,Special Area No. 2,2002,New Temp. Residents,,0.00000
4804004,Special Area No. 2,2003,New Temp. Residents,,0.00000
4804004,Special Area No. 2,2004,New Temp. Residents,,0.00000
4804004,Special Area No. 2,2005,New Temp. Residents,,0.00000
4804004,Special Area No. 2,2006,New Temp. Residents,,0.00000
4804004,Special Area No. 2,2007,New Temp. Residents,,0.00000
4804004,Special Area No. 2,2008,New Temp. Residents,,0.00000
4804004,Special Area No. 2,2009,New Temp. Residents,,0.00000
4804004,Special Area No. 2,2010,New Temp. Residents,,0.00000
4804004,Special Area No. 2,2011,New Temp. Residents,,0.00000
4804004,Special Area No. 2,2012,New Temp. Residents,,0.00000
4804004,Special Area No. 2,2013,New Temp. Residents,,0.00000
4804004,Special Area No. 2,2014,New Temp. Residents,,0.00000
4804006,Empress,2014,New Temp. Residents,,0.00000
4804006,Empress,2001,New Temp. Residents,,0.00000
4804006,Empress,2002,New Temp. Residents,,0.00000
4804006,Empress,2003,New Temp. Residents,,0.00000
4804006,Empress,2004,New Temp. Residents,,0.00000
4804006,Empress,2005,New Temp. Residents,,0.00000
4804006,Empress,2006,New Temp. Residents,,0.00000
4804006,Empress,2007,New Temp. Residents,,0.00000
4804006,Empress,2008,New Temp. Residents,,0.00000
4804006,Empress,2009,New Temp. Residents,,0.00000
4804006,Empress,2010,New Temp. Residents,,0.00000
4804006,Empress,2011,New Temp. Residents,,0.00000
4804006,Empress,2012,New Temp. Residents,,0.00000
4804006,Empress,2013,New Temp. Residents,,0.00000
4804011,Hanna,2001,New Temp. Residents,,5.00000
4804011,Hanna,2002,New Temp. Residents,,0.00000
4804011,Hanna,2003,New Temp. Residents,,5.00000
4804011,Hanna,2004,New Temp. Residents,,10.00000
4804011,Hanna,2005,New Temp. Residents,,0.00000
4804011,Hanna,2006,New Temp. Residents,,5.00000
4804011,Hanna,2007,New Temp. Residents,,0.00000
4804011,Hanna,2008,New Temp. Residents,,10.00000
4804011,Hanna,2009,New Temp. Residents,,15.00000
4804011,Hanna,2010,New Temp. Residents,,20.00000
4804011,Hanna,2011,New Temp. Residents,,20.00000
4804011,Hanna,2012,New Temp. Residents,,50.00000
4804011,Hanna,2013,New Temp. Residents,,65.00000
4804011,Hanna,2014,New Temp. Residents,,60.00000
4804012,Special Area No. 3,2014,New Temp. Residents,,0.00000
4804012,Special Area No. 3,2001,New Temp. Residents,,0.00000
4804012,Special Area No. 3,2002,New Temp. Residents,,0.00000
4804012,Special Area No. 3,2003,New Temp. Residents,,0.00000
4804012,Special Area No. 3,2004,New Temp. Residents,,0.00000
